ccp_mapping,pollutant,year,value,units
Waste,CH4,2007,3.141932559975393,megatonnes of co2 equivelant
Waste,CH4,2008,2.9938913481306186,megatonnes of co2 equivelant
Waste,CH4,2009,2.6648391352149403,megatonnes of co2 equivelant
Waste,CH4,2010,2.4191014601593452,megatonnes of co2 equivelant
Waste,CH4,2011,2.279610433817349,megatonnes of co2 equivelant
Waste,CH4,2012,1.9352935878302135,megatonnes of co2 equivelant
Waste,CH4,2013,1.3372006385201423,megatonnes of co2 equivelant
Waste,CH4,2014,1.3574350778696362,megatonnes of co2 equivelant
Waste,CH4,2015,1.6105707929535449,megatonnes of co2 equivelant
Waste,CH4,2016,1.5243008930656066,megatonnes of co2 equivelant
Waste,CH4,2017,1.5793077845573766,megatonnes of co2 equivelant
Waste,CH4,2018,1.5523871281532735,megatonnes of co2 equivelant
Waste,CO2,1990,0.0448925717542037,megatonnes of co2 equivelant
Waste,CO2,1995,0.0316903780329668,megatonnes of co2 equivelant
Waste,CO2,1998,0.018031844856776398,megatonnes of co2 equivelant
Waste,CO2,1999,0.0184057650657329,megatonnes of co2 equivelant
Waste,CO2,2000,0.018763836837278797,megatonnes of co2 equivelant
Waste,CO2,2001,0.0191489502968049,megatonnes of co2 equivelant
Waste,CO2,2002,0.0195247558775522,megatonnes of co2 equivelant
Waste,CO2,2003,0.0165402396344582,megatonnes of co2 equivelant
Waste,CO2,2004,0.013605758245639301,megatonnes of co2 equivelant
Waste,CO2,2005,0.0106786218976434,megatonnes of co2 equivelant
Waste,CO2,2006,0.00776862894802863,megatonnes of co2 equivelant
Waste,CO2,2007,0.00826680418503208,megatonnes of co2 equivelant
Waste,CO2,2008,0.008492338056494839,megatonnes of co2 equivelant
Waste,CO2,2009,0.00896132167487531,megatonnes of co2 equivelant
Waste,CO2,2010,0.008435444234960449,megatonnes of co2 equivelant
Waste,CO2,2011,0.007883265008690821,megatonnes of co2 equivelant
Waste,CO2,2012,0.00782184599941162,megatonnes of co2 equivelant
Waste,CO2,2013,0.007372729812246481,megatonnes of co2 equivelant
Waste,CO2,2014,0.007493861787908209,megatonnes of co2 equivelant
Waste,CO2,2015,0.00670083522937737,megatonnes of co2 equivelant
Waste,CO2,2016,0.00675082005486028,megatonnes of co2 equivelant
Waste,CO2,2017,0.00668192174050083,megatonnes of co2 equivelant
Waste,CO2,2018,0.00660273460507843,megatonnes of co2 equivelant
Waste,N2O,1990,0.07061268912199466,megatonnes of co2 equivelant
Waste,N2O,1995,0.07923534283236518,megatonnes of co2 equivelant
Waste,N2O,1998,0.08525786042829947,megatonnes of co2 equivelant
Waste,N2O,1999,0.08482464378787292,megatonnes of co2 equivelant
Waste,N2O,2000,0.08901258777800332,megatonnes of co2 equivelant
Waste,N2O,2001,0.08742121163865271,megatonnes of co2 equivelant
Waste,N2O,2002,0.08803704710730388,megatonnes of co2 equivelant
Waste,N2O,2003,0.08625774466935858,megatonnes of co2 equivelant
Waste,N2O,2004,0.08620982667997401,megatonnes of co2 equivelant
Waste,N2O,2005,0.08795426153592709,megatonnes of co2 equivelant
Waste,N2O,2006,0.08829010315605229,megatonnes of co2 equivelant
Waste,N2O,2007,0.09131379093139409,megatonnes of co2 equivelant
Waste,N2O,2008,0.0884075504009285,megatonnes of co2 equivelant
Waste,N2O,2009,0.09458649321834317,megatonnes of co2 equivelant
Waste,N2O,2010,0.101572611900435,megatonnes of co2 equivelant
Waste,N2O,2011,0.1054879743485226,megatonnes of co2 equivelant
Waste,N2O,2012,0.10489459939200949,megatonnes of co2 equivelant
Waste,N2O,2013,0.10748523143567444,megatonnes of co2 equivelant
Waste,N2O,2014,0.11240964915558616,megatonnes of co2 equivelant
Waste,N2O,2015,0.11201983056142568,megatonnes of co2 equivelant
Waste,N2O,2016,0.11525057194488904,megatonnes of co2 equivelant
Waste,N2O,2017,0.11833929799209573,megatonnes of co2 equivelant
Waste,N2O,2018,0.1168464036555686,megatonnes of co2 equivelant
