second_tier_authority,name,code,year,emissions_sector,emissions_sector_subsector,value,units
Scotland,Dumfries and Galloway,S12000006,2007,Domestic,F Domestic Electricity,214.79801237098422,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2007,Domestic,G Domestic Gas,128.27070600614994,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2007,Domestic,H Domestic Other Fuels,106.17319810639717,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2007,Transport,I Road Transport A Roads,247.16221133116863,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2007,Transport,J Road Transport Motorways,266.719863320258,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2007,Transport,K Road Transport Minor Roads,69.46526339905759,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2007,Transport,L Diesel Railways,13.837716979896385,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2007,Transport,M Transport Other,2.487304585116292,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2007,LULUCF,N Lulucf Net Emissions Forest,-1610.829639272814,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2007,LULUCF,O Lulucf Net Emissions Cropland,656.0535463852224,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2007,LULUCF,P Lulucf Net Emissions Grassland,-214.1284486964638,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2007,LULUCF,Q Lulucf Net Emissions Wetlands,5.299171761440783,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2007,LULUCF,R Lulucf Net Emissions Settlements,237.50017984676214,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2007,LULUCF,S Lulucf Net Emissions Harvested Wood Products,0,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2008,Industry and Commercial,A Industry And Commercial Electricity,272.6776262455168,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2008,Industry and Commercial,B Industry And Commercial Gas,109.54983954506002,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2008,Industry and Commercial,C Large Industrial Installations,0.6554641857572323,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2008,Industry and Commercial,D Industrial And Commercial Other Fuels,93.29495307107487,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2008,Industry and Commercial,E Agriculture,162.46565027999816,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2008,Domestic,F Domestic Electricity,209.75293894450036,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2008,Domestic,G Domestic Gas,133.73870809413282,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2008,Domestic,H Domestic Other Fuels,113.80222329998837,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2008,Transport,I Road Transport A Roads,236.04057384011196,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2008,Transport,J Road Transport Motorways,250.7317261196589,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2008,Transport,K Road Transport Minor Roads,69.52186515039014,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2008,Transport,L Diesel Railways,13.279692272640894,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2008,Transport,M Transport Other,2.550205795903208,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2008,LULUCF,N Lulucf Net Emissions Forest,-1676.2058855264113,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2008,LULUCF,O Lulucf Net Emissions Cropland,650.585094849117,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2008,LULUCF,P Lulucf Net Emissions Grassland,-228.23118131322434,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2008,LULUCF,Q Lulucf Net Emissions Wetlands,5.800923613469812,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2008,LULUCF,R Lulucf Net Emissions Settlements,236.05603671141998,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2008,LULUCF,S Lulucf Net Emissions Harvested Wood Products,0,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2009,Industry and Commercial,A Industry And Commercial Electricity,266.8727459956316,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2009,Industry and Commercial,B Industry And Commercial Gas,77.24076606499084,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2009,Industry and Commercial,C Large Industrial Installations,0.39927573097032576,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2009,Industry and Commercial,D Industrial And Commercial Other Fuels,89.05812344522334,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2009,Industry and Commercial,E Agriculture,164.509849120922,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2009,Domestic,F Domestic Electricity,186.60854996315354,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2009,Domestic,G Domestic Gas,126.84680514347374,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2009,Domestic,H Domestic Other Fuels,108.60511915700866,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2009,Transport,I Road Transport A Roads,229.09292488532748,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2009,Transport,J Road Transport Motorways,239.311096515013,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2009,Transport,K Road Transport Minor Roads,66.73789822243492,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2009,Transport,L Diesel Railways,13.089507090127128,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2009,Transport,M Transport Other,2.402820134451454,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2009,LULUCF,N Lulucf Net Emissions Forest,-1681.2832048780388,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2009,LULUCF,O Lulucf Net Emissions Cropland,645.4215185366018,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2009,LULUCF,P Lulucf Net Emissions Grassland,-224.2143668830768,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2009,LULUCF,Q Lulucf Net Emissions Wetlands,9.17386748968385,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2009,LULUCF,R Lulucf Net Emissions Settlements,235.35087379040195,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2009,LULUCF,S Lulucf Net Emissions Harvested Wood Products,0,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2010,Industry and Commercial,A Industry And Commercial Electricity,292.805342059065,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2010,Industry and Commercial,B Industry And Commercial Gas,111.45312150189467,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2010,Industry and Commercial,C Large Industrial Installations,0.923836511551344,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2010,Industry and Commercial,D Industrial And Commercial Other Fuels,103.44496829341648,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2010,Industry and Commercial,E Agriculture,167.21092808409512,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2010,Domestic,F Domestic Electricity,190.1775518497543,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2010,Domestic,G Domestic Gas,140.12848885399953,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2010,Domestic,H Domestic Other Fuels,121.96795780505151,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2010,Transport,I Road Transport A Roads,227.7226904900495,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2010,Transport,J Road Transport Motorways,242.1810201119044,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2010,Transport,K Road Transport Minor Roads,66.71628518278519,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2010,Transport,L Diesel Railways,13.226708435810652,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2010,Transport,M Transport Other,2.4286183108252435,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2010,LULUCF,N Lulucf Net Emissions Forest,-1645.9210704858383,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2010,LULUCF,O Lulucf Net Emissions Cropland,640.2782514345232,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2010,LULUCF,P Lulucf Net Emissions Grassland,-226.09994662582713,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2010,LULUCF,Q Lulucf Net Emissions Wetlands,14.428616771007883,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2010,LULUCF,R Lulucf Net Emissions Settlements,244.43689901360764,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2010,LULUCF,S Lulucf Net Emissions Harvested Wood Products,0,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2011,Industry and Commercial,A Industry And Commercial Electricity,269.9639875203703,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2011,Industry and Commercial,B Industry And Commercial Gas,106.56575247521309,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2011,Industry and Commercial,C Large Industrial Installations,0.6273660757995434,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2011,Industry and Commercial,D Industrial And Commercial Other Fuels,79.49670366326397,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2011,Industry and Commercial,E Agriculture,169.86030715547582,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2011,Domestic,F Domestic Electricity,176.4311653845961,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2011,Domestic,G Domestic Gas,113.29614886991628,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2011,Domestic,H Domestic Other Fuels,97.72704476902325,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2011,Transport,I Road Transport A Roads,226.1954698843766,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2011,Transport,J Road Transport Motorways,239.59100704694356,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2011,Transport,K Road Transport Minor Roads,62.600003199140886,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2011,Transport,L Diesel Railways,13.1775991827504,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2011,Transport,M Transport Other,2.346919881505407,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2011,LULUCF,N Lulucf Net Emissions Forest,-1591.5422786954393,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2011,LULUCF,O Lulucf Net Emissions Cropland,635.5731198747011,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2011,LULUCF,P Lulucf Net Emissions Grassland,-261.8847873232915,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2011,LULUCF,Q Lulucf Net Emissions Wetlands,10.17676047138972,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2011,LULUCF,R Lulucf Net Emissions Settlements,240.74168746287768,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2011,LULUCF,S Lulucf Net Emissions Harvested Wood Products,0,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2012,Industry and Commercial,A Industry And Commercial Electricity,285.2985058934102,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2012,Industry and Commercial,B Industry And Commercial Gas,105.89088009483274,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2012,Industry and Commercial,C Large Industrial Installations,0.4234407531132562,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2012,Industry and Commercial,D Industrial And Commercial Other Fuels,72.84619835810182,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2012,Industry and Commercial,E Agriculture,169.63490463346167,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2012,Domestic,F Domestic Electricity,189.98425338443482,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2012,Domestic,G Domestic Gas,124.51415614592443,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2012,Domestic,H Domestic Other Fuels,95.03912959122135,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2012,Transport,I Road Transport A Roads,225.57042924254063,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2012,Transport,J Road Transport Motorways,235.96961277249653,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2012,Transport,K Road Transport Minor Roads,58.91027846974585,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2012,Transport,L Diesel Railways,13.922842848194563,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2012,Transport,M Transport Other,2.2448518103360127,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2012,LULUCF,N Lulucf Net Emissions Forest,-1475.9895943867516,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2012,LULUCF,O Lulucf Net Emissions Cropland,631.224200856137,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2012,LULUCF,P Lulucf Net Emissions Grassland,-262.79743096728697,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2012,LULUCF,Q Lulucf Net Emissions Wetlands,3.637795405552655,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2012,LULUCF,R Lulucf Net Emissions Settlements,236.3007377675423,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2012,LULUCF,S Lulucf Net Emissions Harvested Wood Products,0,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2013,Industry and Commercial,A Industry And Commercial Electricity,263.120729955742,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2013,Industry and Commercial,B Industry And Commercial Gas,118.57552770440773,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2013,Industry and Commercial,C Large Industrial Installations,0.4936594517173078,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2013,Industry and Commercial,D Industrial And Commercial Other Fuels,70.57045615049542,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2013,Industry and Commercial,E Agriculture,167.87963493937937,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2013,Domestic,F Domestic Electricity,168.4888893288714,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2013,Domestic,G Domestic Gas,127.5004688884629,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2013,Domestic,H Domestic Other Fuels,95.3861445617232,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2013,Transport,I Road Transport A Roads,224.28483647822773,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2013,Transport,J Road Transport Motorways,237.0174691094,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2013,Transport,K Road Transport Minor Roads,60.453229365178586,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2013,Transport,L Diesel Railways,13.729070219844765,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2013,Transport,M Transport Other,2.305613432062314,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2013,LULUCF,N Lulucf Net Emissions Forest,-1467.0297323686214,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2013,LULUCF,O Lulucf Net Emissions Cropland,626.8494332174398,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2013,LULUCF,P Lulucf Net Emissions Grassland,-258.6777074979345,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2013,LULUCF,Q Lulucf Net Emissions Wetlands,15.584050603155411,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2013,LULUCF,R Lulucf Net Emissions Settlements,240.6635686141105,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2013,LULUCF,S Lulucf Net Emissions Harvested Wood Products,0,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2014,Industry and Commercial,A Industry And Commercial Electricity,218.42112401502143,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2014,Industry and Commercial,B Industry And Commercial Gas,96.38155335925049,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2014,Industry and Commercial,C Large Industrial Installations,0.5377647170351394,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2014,Industry and Commercial,D Industrial And Commercial Other Fuels,81.62651800631951,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2014,Industry and Commercial,E Agriculture,182.71652914992222,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2014,Domestic,F Domestic Electricity,144.58787294695213,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2014,Domestic,G Domestic Gas,106.37567516358857,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2014,Domestic,H Domestic Other Fuels,84.6625285730447,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2014,Transport,I Road Transport A Roads,227.4495887652524,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2014,Transport,J Road Transport Motorways,239.20628752244022,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2014,Transport,K Road Transport Minor Roads,63.71239400526149,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2014,Transport,L Diesel Railways,13.728729282750551,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2014,Transport,M Transport Other,2.3008752561594865,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2014,LULUCF,N Lulucf Net Emissions Forest,-1442.1796495452688,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2014,LULUCF,O Lulucf Net Emissions Cropland,622.9888435063041,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2014,LULUCF,P Lulucf Net Emissions Grassland,-261.80123176520976,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2014,LULUCF,Q Lulucf Net Emissions Wetlands,13.090654871196447,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2014,LULUCF,R Lulucf Net Emissions Settlements,231.99398730150997,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2014,LULUCF,S Lulucf Net Emissions Harvested Wood Products,0,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2015,Industry and Commercial,A Industry And Commercial Electricity,185.79105022641787,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2015,Industry and Commercial,B Industry And Commercial Gas,99.36606911477186,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2015,Industry and Commercial,C Large Industrial Installations,0.41988255750490727,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2015,Industry and Commercial,D Industrial And Commercial Other Fuels,76.9747044700812,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2015,Industry and Commercial,E Agriculture,174.87876333279718,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2015,Domestic,F Domestic Electricity,123.80034190215413,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2015,Domestic,G Domestic Gas,111.06917395214951,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2015,Domestic,H Domestic Other Fuels,84.73738936444315,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2015,Transport,I Road Transport A Roads,239.94793596606465,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2015,Transport,J Road Transport Motorways,252.59377133925608,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2015,Transport,K Road Transport Minor Roads,63.38261909218252,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2015,Transport,L Diesel Railways,13.607370788616024,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2015,Transport,M Transport Other,2.301543987704909,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2015,LULUCF,N Lulucf Net Emissions Forest,-1417.4197864325015,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2015,LULUCF,O Lulucf Net Emissions Cropland,619.2087625459487,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2015,LULUCF,P Lulucf Net Emissions Grassland,-265.21060066251835,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2015,LULUCF,Q Lulucf Net Emissions Wetlands,11.688165732320146,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2015,LULUCF,R Lulucf Net Emissions Settlements,229.8711573663045,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2015,LULUCF,S Lulucf Net Emissions Harvested Wood Products,0,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2016,Industry and Commercial,A Industry And Commercial Electricity,149.57359464346015,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2016,Industry and Commercial,B Industry And Commercial Gas,113.69489650599597,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2016,Industry and Commercial,C Large Industrial Installations,0.31727554972164235,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2016,Industry and Commercial,D Industrial And Commercial Other Fuels,73.40136913665438,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2016,Industry and Commercial,E Agriculture,186.3210598742922,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2016,Domestic,F Domestic Electricity,96.28295283662612,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2016,Domestic,G Domestic Gas,115.5117058663397,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2016,Domestic,H Domestic Other Fuels,84.58406252298289,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2016,Transport,I Road Transport A Roads,247.54232981223262,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2016,Transport,J Road Transport Motorways,258.56289718978474,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2016,Transport,K Road Transport Minor Roads,65.93538276926111,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2016,Transport,L Diesel Railways,13.043668306819352,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2016,Transport,M Transport Other,2.2290464212206014,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2016,LULUCF,N Lulucf Net Emissions Forest,-1442.9608509877705,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2016,LULUCF,O Lulucf Net Emissions Cropland,615.6014943371034,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2016,LULUCF,P Lulucf Net Emissions Grassland,-264.9715697633172,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2016,LULUCF,Q Lulucf Net Emissions Wetlands,11.688165732320146,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2016,LULUCF,R Lulucf Net Emissions Settlements,252.94612418398341,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2016,LULUCF,S Lulucf Net Emissions Harvested Wood Products,0,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2017,Industry and Commercial,A Industry And Commercial Electricity,132.4194473847515,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2017,Industry and Commercial,B Industry And Commercial Gas,106.49151476654971,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2017,Industry and Commercial,C Large Industrial Installations,0.3315924715933556,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2017,Industry and Commercial,D Industrial And Commercial Other Fuels,75.00667313208288,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2017,Industry and Commercial,E Agriculture,188.62101960395947,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2017,Domestic,F Domestic Electricity,83.62038913242452,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2017,Domestic,G Domestic Gas,112.7944582484645,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2017,Domestic,H Domestic Other Fuels,83.19992465620813,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2017,Transport,I Road Transport A Roads,259.8866605064302,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2017,Transport,J Road Transport Motorways,271.23734593190574,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2017,Transport,K Road Transport Minor Roads,72.19486725351285,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2017,Transport,L Diesel Railways,12.812434482236043,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2017,Transport,M Transport Other,2.2768073499334176,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2017,LULUCF,N Lulucf Net Emissions Forest,-1446.2529814499987,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2017,LULUCF,O Lulucf Net Emissions Cropland,612.5135856544324,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2017,LULUCF,P Lulucf Net Emissions Grassland,-279.3302143011569,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2017,LULUCF,Q Lulucf Net Emissions Wetlands,11.69949122730652,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2017,LULUCF,R Lulucf Net Emissions Settlements,245.3743079781504,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2017,LULUCF,S Lulucf Net Emissions Harvested Wood Products,0,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2018,Industry and Commercial,A Industry And Commercial Electricity,125.60330393185842,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2018,Industry and Commercial,B Industry And Commercial Gas,101.97516726474672,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2018,Industry and Commercial,C Large Industrial Installations,1.0199097345435213,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2018,Industry and Commercial,D Industrial And Commercial Other Fuels,70.52210666804828,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2018,Industry and Commercial,E Agriculture,187.47279876207094,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2018,Domestic,F Domestic Electricity,74.01868962703982,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2018,Domestic,G Domestic Gas,122.05331001957694,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2018,Domestic,H Domestic Other Fuels,82.85449269205805,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2018,Transport,I Road Transport A Roads,242.88447557242787,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2018,Transport,J Road Transport Motorways,266.3545746691363,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2018,Transport,K Road Transport Minor Roads,71.42368306688206,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2018,Transport,L Diesel Railways,10.66166065815978,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2018,Transport,M Transport Other,2.1832030674922516,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2018,LULUCF,N Lulucf Net Emissions Forest,-1436.6262542179738,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2018,LULUCF,O Lulucf Net Emissions Cropland,609.6407110953859,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2018,LULUCF,P Lulucf Net Emissions Grassland,-282.8577767780067,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2018,LULUCF,Q Lulucf Net Emissions Wetlands,11.326249383402144,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2018,LULUCF,R Lulucf Net Emissions Settlements,244.75712664421616,kilotonnes
Scotland,Dumfries and Galloway,S12000006,2018,LULUCF,S Lulucf Net Emissions Harvested Wood Products,0,kilotonnes
Scotland,Dundee City,S12000042,2005,Industry and Commercial,A Industry And Commercial Electricity,258.5703095695001,kilotonnes
Scotland,Dundee City,S12000042,2005,Industry and Commercial,B Industry And Commercial Gas,151.80739759075578,kilotonnes
Scotland,Dundee City,S12000042,2005,Industry and Commercial,C Large Industrial Installations,0.053628884988768555,kilotonnes
Scotland,Dundee City,S12000042,2005,Industry and Commercial,D Industrial And Commercial Other Fuels,35.10879320859583,kilotonnes
Scotland,Dundee City,S12000042,2005,Industry and Commercial,E Agriculture,0.7322492628179731,kilotonnes
Scotland,Dundee City,S12000042,2005,Domestic,F Domestic Electricity,210.4127371507632,kilotonnes
Scotland,Dundee City,S12000042,2005,Domestic,G Domestic Gas,170.22820344818234,kilotonnes
Scotland,Dundee City,S12000042,2005,Domestic,H Domestic Other Fuels,4.143439782868311,kilotonnes
Scotland,Dundee City,S12000042,2005,Transport,I Road Transport A Roads,95.34647767562964,kilotonnes
Scotland,Dundee City,S12000042,2005,Transport,J Road Transport Motorways,0,kilotonnes
Scotland,Dundee City,S12000042,2005,Transport,K Road Transport Minor Roads,120.50133877123329,kilotonnes
Scotland,Dundee City,S12000042,2005,Transport,L Diesel Railways,1.0620369961142504,kilotonnes
Scotland,Dundee City,S12000042,2005,Transport,M Transport Other,8.443924591375815,kilotonnes
Scotland,Dundee City,S12000042,2005,LULUCF,N Lulucf Net Emissions Forest,-4.792379175707992,kilotonnes
Scotland,Dundee City,S12000042,2005,LULUCF,O Lulucf Net Emissions Cropland,12.452938130204766,kilotonnes
Scotland,Dundee City,S12000042,2005,LULUCF,P Lulucf Net Emissions Grassland,-5.395739034444686,kilotonnes
Scotland,Dundee City,S12000042,2005,LULUCF,Q Lulucf Net Emissions Wetlands,0,kilotonnes
Scotland,Dundee City,S12000042,2005,LULUCF,R Lulucf Net Emissions Settlements,2.8353710189875447,kilotonnes
