second_tier_authority,name,code,year,emissions_sector,emissions_sector_subsector,value,units
Scotland,Midlothian,S12000019,2014,Domestic,G Domestic Gas,84.07019280679806,kilotonnes
Scotland,Midlothian,S12000019,2014,Domestic,H Domestic Other Fuels,11.386619618988728,kilotonnes
Scotland,Midlothian,S12000019,2014,Transport,I Road Transport A Roads,79.86715316186843,kilotonnes
Scotland,Midlothian,S12000019,2014,Transport,J Road Transport Motorways,0,kilotonnes
Scotland,Midlothian,S12000019,2014,Transport,K Road Transport Minor Roads,56.508653311969,kilotonnes
Scotland,Midlothian,S12000019,2014,Transport,L Diesel Railways,0.28589441785778547,kilotonnes
Scotland,Midlothian,S12000019,2014,Transport,M Transport Other,0.8139129709877402,kilotonnes
Scotland,Midlothian,S12000019,2014,LULUCF,N Lulucf Net Emissions Forest,-33.48383703319692,kilotonnes
Scotland,Midlothian,S12000019,2014,LULUCF,O Lulucf Net Emissions Cropland,38.332647607723594,kilotonnes
Scotland,Midlothian,S12000019,2014,LULUCF,P Lulucf Net Emissions Grassland,-21.968881256875395,kilotonnes
Scotland,Midlothian,S12000019,2014,LULUCF,Q Lulucf Net Emissions Wetlands,15.367973355087853,kilotonnes
Scotland,Midlothian,S12000019,2014,LULUCF,R Lulucf Net Emissions Settlements,10.303715726032614,kilotonnes
Scotland,Midlothian,S12000019,2014,LULUCF,S Lulucf Net Emissions Harvested Wood Products,0,kilotonnes
Scotland,Midlothian,S12000019,2015,Industry and Commercial,A Industry And Commercial Electricity,69.11033853971011,kilotonnes
Scotland,Midlothian,S12000019,2015,Industry and Commercial,B Industry And Commercial Gas,29.52266209580867,kilotonnes
Scotland,Midlothian,S12000019,2015,Industry and Commercial,C Large Industrial Installations,0,kilotonnes
Scotland,Midlothian,S12000019,2015,Industry and Commercial,D Industrial And Commercial Other Fuels,19.524996608784107,kilotonnes
Scotland,Midlothian,S12000019,2015,Industry and Commercial,E Agriculture,9.581165027411839,kilotonnes
Scotland,Midlothian,S12000019,2015,Domestic,F Domestic Electricity,50.88540467334899,kilotonnes
Scotland,Midlothian,S12000019,2015,Domestic,G Domestic Gas,89.0967480864373,kilotonnes
Scotland,Midlothian,S12000019,2015,Domestic,H Domestic Other Fuels,11.411861009108081,kilotonnes
Scotland,Midlothian,S12000019,2015,Transport,I Road Transport A Roads,82.153950184846,kilotonnes
Scotland,Midlothian,S12000019,2015,Transport,J Road Transport Motorways,0,kilotonnes
Scotland,Midlothian,S12000019,2015,Transport,K Road Transport Minor Roads,56.54538884608765,kilotonnes
Scotland,Midlothian,S12000019,2015,Transport,L Diesel Railways,0.2823975955048427,kilotonnes
Scotland,Midlothian,S12000019,2015,Transport,M Transport Other,0.8058176739032588,kilotonnes
Scotland,Midlothian,S12000019,2015,LULUCF,N Lulucf Net Emissions Forest,-33.1675534283511,kilotonnes
Scotland,Midlothian,S12000019,2015,LULUCF,O Lulucf Net Emissions Cropland,37.58504989768835,kilotonnes
Scotland,Midlothian,S12000019,2015,LULUCF,P Lulucf Net Emissions Grassland,-22.268707177376562,kilotonnes
Scotland,Midlothian,S12000019,2015,LULUCF,Q Lulucf Net Emissions Wetlands,13.721499902909738,kilotonnes
Scotland,Midlothian,S12000019,2015,LULUCF,R Lulucf Net Emissions Settlements,10.34661841385412,kilotonnes
Scotland,Midlothian,S12000019,2015,LULUCF,S Lulucf Net Emissions Harvested Wood Products,0,kilotonnes
Scotland,Midlothian,S12000019,2016,Industry and Commercial,A Industry And Commercial Electricity,58.91922397770097,kilotonnes
Scotland,Midlothian,S12000019,2016,Industry and Commercial,B Industry And Commercial Gas,33.14472825733303,kilotonnes
Scotland,Midlothian,S12000019,2016,Industry and Commercial,C Large Industrial Installations,0,kilotonnes
Scotland,Midlothian,S12000019,2016,Industry and Commercial,D Industrial And Commercial Other Fuels,18.6673233458025,kilotonnes
Scotland,Midlothian,S12000019,2016,Industry and Commercial,E Agriculture,10.328481754810257,kilotonnes
Scotland,Midlothian,S12000019,2016,Domestic,F Domestic Electricity,40.42308084480894,kilotonnes
Scotland,Midlothian,S12000019,2016,Domestic,G Domestic Gas,94.05741648135543,kilotonnes
Scotland,Midlothian,S12000019,2016,Domestic,H Domestic Other Fuels,11.43265468247959,kilotonnes
Scotland,Midlothian,S12000019,2016,Transport,I Road Transport A Roads,83.80100224237478,kilotonnes
Scotland,Midlothian,S12000019,2016,Transport,J Road Transport Motorways,0,kilotonnes
Scotland,Midlothian,S12000019,2016,Transport,K Road Transport Minor Roads,58.76578239272199,kilotonnes
Scotland,Midlothian,S12000019,2016,Transport,L Diesel Railways,0.26548498409797777,kilotonnes
Scotland,Midlothian,S12000019,2016,Transport,M Transport Other,0.770417719841468,kilotonnes
Scotland,Midlothian,S12000019,2016,LULUCF,N Lulucf Net Emissions Forest,-33.839026207048235,kilotonnes
Scotland,Midlothian,S12000019,2016,LULUCF,O Lulucf Net Emissions Cropland,36.79274629699044,kilotonnes
Scotland,Midlothian,S12000019,2016,LULUCF,P Lulucf Net Emissions Grassland,-22.49880823017458,kilotonnes
Scotland,Midlothian,S12000019,2016,LULUCF,Q Lulucf Net Emissions Wetlands,13.721499902909738,kilotonnes
Scotland,Midlothian,S12000019,2016,LULUCF,R Lulucf Net Emissions Settlements,10.98931287385069,kilotonnes
Scotland,Midlothian,S12000019,2016,LULUCF,S Lulucf Net Emissions Harvested Wood Products,0,kilotonnes
Scotland,Midlothian,S12000019,2017,Industry and Commercial,A Industry And Commercial Electricity,52.17255420809134,kilotonnes
Scotland,Midlothian,S12000019,2017,Industry and Commercial,B Industry And Commercial Gas,32.78417768939312,kilotonnes
Scotland,Midlothian,S12000019,2017,Industry and Commercial,C Large Industrial Installations,0.29239644737125103,kilotonnes
Scotland,Midlothian,S12000019,2017,Industry and Commercial,D Industrial And Commercial Other Fuels,19.535363010353848,kilotonnes
Scotland,Midlothian,S12000019,2017,Industry and Commercial,E Agriculture,10.509085240176141,kilotonnes
Scotland,Midlothian,S12000019,2017,Domestic,F Domestic Electricity,35.25203729444043,kilotonnes
Scotland,Midlothian,S12000019,2017,Domestic,G Domestic Gas,90.68757147871675,kilotonnes
Scotland,Midlothian,S12000019,2017,Domestic,H Domestic Other Fuels,11.249679557535426,kilotonnes
Scotland,Midlothian,S12000019,2017,Transport,I Road Transport A Roads,86.0072166327164,kilotonnes
Scotland,Midlothian,S12000019,2017,Transport,J Road Transport Motorways,0,kilotonnes
Scotland,Midlothian,S12000019,2017,Transport,K Road Transport Minor Roads,62.8852629602906,kilotonnes
Scotland,Midlothian,S12000019,2017,Transport,L Diesel Railways,0.2594279065740471,kilotonnes
Scotland,Midlothian,S12000019,2017,Transport,M Transport Other,0.7775741846091173,kilotonnes
Scotland,Midlothian,S12000019,2017,LULUCF,N Lulucf Net Emissions Forest,-34.042649596330676,kilotonnes
Scotland,Midlothian,S12000019,2017,LULUCF,O Lulucf Net Emissions Cropland,36.51842336828866,kilotonnes
Scotland,Midlothian,S12000019,2017,LULUCF,P Lulucf Net Emissions Grassland,-23.081932278104304,kilotonnes
Scotland,Midlothian,S12000019,2017,LULUCF,Q Lulucf Net Emissions Wetlands,13.636539564880966,kilotonnes
Scotland,Midlothian,S12000019,2017,LULUCF,R Lulucf Net Emissions Settlements,10.891463838208164,kilotonnes
Scotland,Midlothian,S12000019,2017,LULUCF,S Lulucf Net Emissions Harvested Wood Products,0,kilotonnes
Scotland,Midlothian,S12000019,2018,Industry and Commercial,A Industry And Commercial Electricity,49.41952069354288,kilotonnes
Scotland,Midlothian,S12000019,2018,Industry and Commercial,B Industry And Commercial Gas,32.731053116337016,kilotonnes
Scotland,Midlothian,S12000019,2018,Industry and Commercial,C Large Industrial Installations,0.32966957741598074,kilotonnes
Scotland,Midlothian,S12000019,2018,Industry and Commercial,D Industrial And Commercial Other Fuels,18.42711611069209,kilotonnes
Scotland,Midlothian,S12000019,2018,Industry and Commercial,E Agriculture,10.403555102870705,kilotonnes
Scotland,Midlothian,S12000019,2018,Domestic,F Domestic Electricity,31.91561653913355,kilotonnes
Scotland,Midlothian,S12000019,2018,Domestic,G Domestic Gas,94.46914138581407,kilotonnes
Scotland,Midlothian,S12000019,2018,Domestic,H Domestic Other Fuels,11.167599522781913,kilotonnes
Scotland,Midlothian,S12000019,2018,Transport,I Road Transport A Roads,82.50835918486895,kilotonnes
Scotland,Midlothian,S12000019,2018,Transport,J Road Transport Motorways,0,kilotonnes
Scotland,Midlothian,S12000019,2018,Transport,K Road Transport Minor Roads,63.996569932349004,kilotonnes
Scotland,Midlothian,S12000019,2018,Transport,L Diesel Railways,0.2013869074437904,kilotonnes
Scotland,Midlothian,S12000019,2018,Transport,M Transport Other,0.7438376529672265,kilotonnes
Scotland,Midlothian,S12000019,2018,LULUCF,N Lulucf Net Emissions Forest,-33.956809816727755,kilotonnes
Scotland,Midlothian,S12000019,2018,LULUCF,O Lulucf Net Emissions Cropland,36.30513437269996,kilotonnes
Scotland,Midlothian,S12000019,2018,LULUCF,P Lulucf Net Emissions Grassland,-23.40037055140135,kilotonnes
Scotland,Midlothian,S12000019,2018,LULUCF,Q Lulucf Net Emissions Wetlands,15.046750696010603,kilotonnes
Scotland,Midlothian,S12000019,2018,LULUCF,R Lulucf Net Emissions Settlements,10.956044652089311,kilotonnes
Scotland,Midlothian,S12000019,2018,LULUCF,S Lulucf Net Emissions Harvested Wood Products,0,kilotonnes
Scotland,Moray,S12000020,2005,Industry and Commercial,A Industry And Commercial Electricity,169.9438358770977,kilotonnes
Scotland,Moray,S12000020,2005,Industry and Commercial,B Industry And Commercial Gas,211.30279631867705,kilotonnes
Scotland,Moray,S12000020,2005,Industry and Commercial,C Large Industrial Installations,1.2164279999917897,kilotonnes
Scotland,Moray,S12000020,2005,Industry and Commercial,D Industrial And Commercial Other Fuels,92.4233484231642,kilotonnes
Scotland,Moray,S12000020,2005,Industry and Commercial,E Agriculture,39.26535629009832,kilotonnes
Scotland,Moray,S12000020,2005,Domestic,F Domestic Electricity,114.28031103836346,kilotonnes
Scotland,Moray,S12000020,2005,Domestic,G Domestic Gas,94.54205573068886,kilotonnes
Scotland,Moray,S12000020,2005,Domestic,H Domestic Other Fuels,56.173203091893136,kilotonnes
Scotland,Moray,S12000020,2005,Transport,I Road Transport A Roads,104.68869818934608,kilotonnes
Scotland,Moray,S12000020,2005,Transport,J Road Transport Motorways,0,kilotonnes
Scotland,Moray,S12000020,2005,Transport,K Road Transport Minor Roads,52.426992070249504,kilotonnes
Scotland,Moray,S12000020,2005,Transport,L Diesel Railways,1.5686429351357758,kilotonnes
Scotland,Moray,S12000020,2005,Transport,M Transport Other,1.036741777423453,kilotonnes
Scotland,Moray,S12000020,2005,LULUCF,N Lulucf Net Emissions Forest,-431.1548414987791,kilotonnes
Scotland,Moray,S12000020,2005,LULUCF,O Lulucf Net Emissions Cropland,184.75508779209918,kilotonnes
Scotland,Moray,S12000020,2005,LULUCF,P Lulucf Net Emissions Grassland,-73.00080143597604,kilotonnes
Scotland,Moray,S12000020,2005,LULUCF,Q Lulucf Net Emissions Wetlands,0,kilotonnes
Scotland,Moray,S12000020,2005,LULUCF,R Lulucf Net Emissions Settlements,60.888092101334706,kilotonnes
Scotland,Moray,S12000020,2005,LULUCF,S Lulucf Net Emissions Harvested Wood Products,0,kilotonnes
Scotland,Moray,S12000020,2006,Industry and Commercial,A Industry And Commercial Electricity,183.07794183874353,kilotonnes
Scotland,Moray,S12000020,2006,Industry and Commercial,B Industry And Commercial Gas,247.9637534855363,kilotonnes
Scotland,Moray,S12000020,2006,Industry and Commercial,C Large Industrial Installations,0.8853568204588996,kilotonnes
Scotland,Moray,S12000020,2006,Industry and Commercial,D Industrial And Commercial Other Fuels,84.077932043788,kilotonnes
Scotland,Moray,S12000020,2006,Industry and Commercial,E Agriculture,39.78137434823667,kilotonnes
Scotland,Moray,S12000020,2006,Domestic,F Domestic Electricity,117.50626958018736,kilotonnes
Scotland,Moray,S12000020,2006,Domestic,G Domestic Gas,96.5803164352433,kilotonnes
Scotland,Moray,S12000020,2006,Domestic,H Domestic Other Fuels,59.73783516158205,kilotonnes
Scotland,Moray,S12000020,2006,Transport,I Road Transport A Roads,103.15558067960905,kilotonnes
Scotland,Moray,S12000020,2006,Transport,J Road Transport Motorways,0,kilotonnes
Scotland,Moray,S12000020,2006,Transport,K Road Transport Minor Roads,54.79036942596905,kilotonnes
Scotland,Moray,S12000020,2006,Transport,L Diesel Railways,1.5497315043980666,kilotonnes
Scotland,Moray,S12000020,2006,Transport,M Transport Other,1.3404862377469562,kilotonnes
Scotland,Moray,S12000020,2006,LULUCF,N Lulucf Net Emissions Forest,-433.4727871909357,kilotonnes
Scotland,Moray,S12000020,2006,LULUCF,O Lulucf Net Emissions Cropland,180.73800412745112,kilotonnes
Scotland,Moray,S12000020,2006,LULUCF,P Lulucf Net Emissions Grassland,-75.88947300658315,kilotonnes
Scotland,Moray,S12000020,2006,LULUCF,Q Lulucf Net Emissions Wetlands,0,kilotonnes
Scotland,Moray,S12000020,2006,LULUCF,R Lulucf Net Emissions Settlements,52.941202013771,kilotonnes
Scotland,Moray,S12000020,2006,LULUCF,S Lulucf Net Emissions Harvested Wood Products,0,kilotonnes
Scotland,Moray,S12000020,2007,Industry and Commercial,A Industry And Commercial Electricity,186.91641608372424,kilotonnes
Scotland,Moray,S12000020,2007,Industry and Commercial,B Industry And Commercial Gas,228.0233846025494,kilotonnes
Scotland,Moray,S12000020,2007,Industry and Commercial,C Large Industrial Installations,1.0449390782295733,kilotonnes
Scotland,Moray,S12000020,2007,Industry and Commercial,D Industrial And Commercial Other Fuels,79.53245353281028,kilotonnes
Scotland,Moray,S12000020,2007,Industry and Commercial,E Agriculture,51.795769810179245,kilotonnes
Scotland,Moray,S12000020,2007,Domestic,F Domestic Electricity,118.7965977242632,kilotonnes
Scotland,Moray,S12000020,2007,Domestic,G Domestic Gas,93.77767852624893,kilotonnes
Scotland,Moray,S12000020,2007,Domestic,H Domestic Other Fuels,54.03689369471331,kilotonnes
Scotland,Moray,S12000020,2007,Transport,I Road Transport A Roads,105.11042256965305,kilotonnes
Scotland,Moray,S12000020,2007,Transport,J Road Transport Motorways,0,kilotonnes
Scotland,Moray,S12000020,2007,Transport,K Road Transport Minor Roads,57.55554250295761,kilotonnes
Scotland,Moray,S12000020,2007,Transport,L Diesel Railways,1.8172796589271738,kilotonnes
Scotland,Moray,S12000020,2007,Transport,M Transport Other,1.328510104794386,kilotonnes
Scotland,Moray,S12000020,2007,LULUCF,N Lulucf Net Emissions Forest,-430.017684230858,kilotonnes
Scotland,Moray,S12000020,2007,LULUCF,O Lulucf Net Emissions Cropland,176.48757931645918,kilotonnes
Scotland,Moray,S12000020,2007,LULUCF,P Lulucf Net Emissions Grassland,-69.35926785955117,kilotonnes
Scotland,Moray,S12000020,2007,LULUCF,Q Lulucf Net Emissions Wetlands,0,kilotonnes
Scotland,Moray,S12000020,2007,LULUCF,R Lulucf Net Emissions Settlements,55.469482889681444,kilotonnes
Scotland,Moray,S12000020,2007,LULUCF,S Lulucf Net Emissions Harvested Wood Products,0,kilotonnes
Scotland,Moray,S12000020,2008,Industry and Commercial,A Industry And Commercial Electricity,187.04759862730046,kilotonnes
Scotland,Moray,S12000020,2008,Industry and Commercial,B Industry And Commercial Gas,244.48762385212146,kilotonnes
Scotland,Moray,S12000020,2008,Industry and Commercial,C Large Industrial Installations,1.039910685915291,kilotonnes
Scotland,Moray,S12000020,2008,Industry and Commercial,D Industrial And Commercial Other Fuels,74.42251435666353,kilotonnes
Scotland,Moray,S12000020,2008,Industry and Commercial,E Agriculture,42.71722715911086,kilotonnes
Scotland,Moray,S12000020,2008,Domestic,F Domestic Electricity,114.15844526593871,kilotonnes
Scotland,Moray,S12000020,2008,Domestic,G Domestic Gas,97.08287529197952,kilotonnes
Scotland,Moray,S12000020,2008,Domestic,H Domestic Other Fuels,57.07368026754506,kilotonnes
Scotland,Moray,S12000020,2008,Transport,I Road Transport A Roads,98.87937098367576,kilotonnes
Scotland,Moray,S12000020,2008,Transport,J Road Transport Motorways,0,kilotonnes
Scotland,Moray,S12000020,2008,Transport,K Road Transport Minor Roads,57.690282942750954,kilotonnes
Scotland,Moray,S12000020,2008,Transport,L Diesel Railways,1.844660424133758,kilotonnes
Scotland,Moray,S12000020,2008,Transport,M Transport Other,1.3476095286967502,kilotonnes
Scotland,Moray,S12000020,2008,LULUCF,N Lulucf Net Emissions Forest,-446.88805164079446,kilotonnes
Scotland,Moray,S12000020,2008,LULUCF,O Lulucf Net Emissions Cropland,173.3297171335239,kilotonnes
Scotland,Moray,S12000020,2008,LULUCF,P Lulucf Net Emissions Grassland,-74.25297509737281,kilotonnes
Scotland,Moray,S12000020,2008,LULUCF,Q Lulucf Net Emissions Wetlands,0,kilotonnes
Scotland,Moray,S12000020,2008,LULUCF,R Lulucf Net Emissions Settlements,55.802326031589985,kilotonnes
Scotland,Moray,S12000020,2008,LULUCF,S Lulucf Net Emissions Harvested Wood Products,0,kilotonnes
Scotland,Moray,S12000020,2009,Industry and Commercial,A Industry And Commercial Electricity,166.46476977006589,kilotonnes
Scotland,Moray,S12000020,2009,Industry and Commercial,B Industry And Commercial Gas,207.06110436269933,kilotonnes
Scotland,Moray,S12000020,2009,Industry and Commercial,C Large Industrial Installations,1.0434869200997554,kilotonnes
Scotland,Moray,S12000020,2009,Industry and Commercial,D Industrial And Commercial Other Fuels,72.70068650661612,kilotonnes
Scotland,Moray,S12000020,2009,Industry and Commercial,E Agriculture,41.502410676216954,kilotonnes
Scotland,Moray,S12000020,2009,Domestic,F Domestic Electricity,103.95748024249738,kilotonnes
Scotland,Moray,S12000020,2009,Domestic,G Domestic Gas,86.86834514009063,kilotonnes
Scotland,Moray,S12000020,2009,Domestic,H Domestic Other Fuels,54.396627121866636,kilotonnes
Scotland,Moray,S12000020,2009,Transport,I Road Transport A Roads,97.14141898855041,kilotonnes
Scotland,Moray,S12000020,2009,Transport,J Road Transport Motorways,0,kilotonnes
Scotland,Moray,S12000020,2009,Transport,K Road Transport Minor Roads,55.241243010472076,kilotonnes
Scotland,Moray,S12000020,2009,Transport,L Diesel Railways,1.8585891411819835,kilotonnes
Scotland,Moray,S12000020,2009,Transport,M Transport Other,1.282887735850057,kilotonnes
Scotland,Moray,S12000020,2009,LULUCF,N Lulucf Net Emissions Forest,-449.17847437566894,kilotonnes
Scotland,Moray,S12000020,2009,LULUCF,O Lulucf Net Emissions Cropland,170.29331055247832,kilotonnes
Scotland,Moray,S12000020,2009,LULUCF,P Lulucf Net Emissions Grassland,-73.10045861058494,kilotonnes
Scotland,Moray,S12000020,2009,LULUCF,Q Lulucf Net Emissions Wetlands,0,kilotonnes
Scotland,Moray,S12000020,2009,LULUCF,R Lulucf Net Emissions Settlements,56.333427514511925,kilotonnes
Scotland,Moray,S12000020,2009,LULUCF,S Lulucf Net Emissions Harvested Wood Products,0,kilotonnes
Scotland,Moray,S12000020,2010,Industry and Commercial,A Industry And Commercial Electricity,166.50147347554028,kilotonnes
Scotland,Moray,S12000020,2010,Industry and Commercial,B Industry And Commercial Gas,237.72793646882982,kilotonnes
Scotland,Moray,S12000020,2010,Industry and Commercial,C Large Industrial Installations,1.0549321070354836,kilotonnes
Scotland,Moray,S12000020,2010,Industry and Commercial,D Industrial And Commercial Other Fuels,72.6030411731004,kilotonnes
Scotland,Moray,S12000020,2010,Industry and Commercial,E Agriculture,42.45135647064916,kilotonnes
Scotland,Moray,S12000020,2010,Domestic,F Domestic Electricity,105.36553492065708,kilotonnes
Scotland,Moray,S12000020,2010,Domestic,G Domestic Gas,97.59016392105383,kilotonnes
Scotland,Moray,S12000020,2010,Domestic,H Domestic Other Fuels,60.76165984265213,kilotonnes
Scotland,Moray,S12000020,2010,Transport,I Road Transport A Roads,95.51255465848985,kilotonnes
Scotland,Moray,S12000020,2010,Transport,J Road Transport Motorways,0,kilotonnes
Scotland,Moray,S12000020,2010,Transport,K Road Transport Minor Roads,54.97867041145179,kilotonnes
Scotland,Moray,S12000020,2010,Transport,L Diesel Railways,1.8550313903542326,kilotonnes
Scotland,Moray,S12000020,2010,Transport,M Transport Other,1.285338135967484,kilotonnes
Scotland,Moray,S12000020,2010,LULUCF,N Lulucf Net Emissions Forest,-441.3028724780696,kilotonnes
Scotland,Moray,S12000020,2010,LULUCF,O Lulucf Net Emissions Cropland,166.84401623758268,kilotonnes
Scotland,Moray,S12000020,2010,LULUCF,P Lulucf Net Emissions Grassland,-73.89181134265462,kilotonnes
Scotland,Moray,S12000020,2010,LULUCF,Q Lulucf Net Emissions Wetlands,0,kilotonnes
Scotland,Moray,S12000020,2010,LULUCF,R Lulucf Net Emissions Settlements,60.08467803817441,kilotonnes
Scotland,Moray,S12000020,2010,LULUCF,S Lulucf Net Emissions Harvested Wood Products,0,kilotonnes
Scotland,Moray,S12000020,2011,Industry and Commercial,A Industry And Commercial Electricity,157.1697819765647,kilotonnes
Scotland,Moray,S12000020,2011,Industry and Commercial,B Industry And Commercial Gas,219.78028259381503,kilotonnes
Scotland,Moray,S12000020,2011,Industry and Commercial,C Large Industrial Installations,1.0438540971078019,kilotonnes
Scotland,Moray,S12000020,2011,Industry and Commercial,D Industrial And Commercial Other Fuels,66.28814697384259,kilotonnes
Scotland,Moray,S12000020,2011,Industry and Commercial,E Agriculture,42.768045887451265,kilotonnes
Scotland,Moray,S12000020,2011,Domestic,F Domestic Electricity,98.63314268333124,kilotonnes
Scotland,Moray,S12000020,2011,Domestic,G Domestic Gas,80.01217158690152,kilotonnes
Scotland,Moray,S12000020,2011,Domestic,H Domestic Other Fuels,48.65868312378687,kilotonnes
Scotland,Moray,S12000020,2011,Transport,I Road Transport A Roads,95.07496894091048,kilotonnes
Scotland,Moray,S12000020,2011,Transport,J Road Transport Motorways,0,kilotonnes
Scotland,Moray,S12000020,2011,Transport,K Road Transport Minor Roads,51.629157224858616,kilotonnes
Scotland,Moray,S12000020,2011,Transport,L Diesel Railways,1.8343314624747065,kilotonnes
Scotland,Moray,S12000020,2011,Transport,M Transport Other,1.1817990395477584,kilotonnes
Scotland,Moray,S12000020,2011,LULUCF,N Lulucf Net Emissions Forest,-428.63193148925336,kilotonnes
Scotland,Moray,S12000020,2011,LULUCF,O Lulucf Net Emissions Cropland,163.75725221462244,kilotonnes
Scotland,Moray,S12000020,2011,LULUCF,P Lulucf Net Emissions Grassland,-86.03238604499279,kilotonnes
Scotland,Moray,S12000020,2011,LULUCF,Q Lulucf Net Emissions Wetlands,0,kilotonnes
Scotland,Moray,S12000020,2011,LULUCF,R Lulucf Net Emissions Settlements,59.52730786465712,kilotonnes
Scotland,Moray,S12000020,2011,LULUCF,S Lulucf Net Emissions Harvested Wood Products,0,kilotonnes
Scotland,Moray,S12000020,2012,Industry and Commercial,A Industry And Commercial Electricity,167.46039762351646,kilotonnes
Scotland,Moray,S12000020,2012,Industry and Commercial,B Industry And Commercial Gas,275.0187761508181,kilotonnes
Scotland,Moray,S12000020,2012,Industry and Commercial,C Large Industrial Installations,1.032731493535952,kilotonnes
Scotland,Moray,S12000020,2012,Industry and Commercial,D Industrial And Commercial Other Fuels,64.80229588926856,kilotonnes
Scotland,Moray,S12000020,2012,Industry and Commercial,E Agriculture,41.98957774172408,kilotonnes
Scotland,Moray,S12000020,2012,Domestic,F Domestic Electricity,104.52741944640348,kilotonnes
Scotland,Moray,S12000020,2012,Domestic,G Domestic Gas,89.09654930783341,kilotonnes
Scotland,Moray,S12000020,2012,Domestic,H Domestic Other Fuels,47.48091365919922,kilotonnes
Scotland,Moray,S12000020,2012,Transport,I Road Transport A Roads,96.58349814687665,kilotonnes
Scotland,Moray,S12000020,2012,Transport,J Road Transport Motorways,0,kilotonnes
Scotland,Moray,S12000020,2012,Transport,K Road Transport Minor Roads,49.00467360041035,kilotonnes
Scotland,Moray,S12000020,2012,Transport,L Diesel Railways,1.828770460006026,kilotonnes
Scotland,Moray,S12000020,2012,Transport,M Transport Other,1.1712293833313807,kilotonnes
Scotland,Moray,S12000020,2012,LULUCF,N Lulucf Net Emissions Forest,-395.97525606997107,kilotonnes
Scotland,Moray,S12000020,2012,LULUCF,O Lulucf Net Emissions Cropland,160.96849459093735,kilotonnes
Scotland,Moray,S12000020,2012,LULUCF,P Lulucf Net Emissions Grassland,-86.49933885740008,kilotonnes
Scotland,Moray,S12000020,2012,LULUCF,Q Lulucf Net Emissions Wetlands,0,kilotonnes
Scotland,Moray,S12000020,2012,LULUCF,R Lulucf Net Emissions Settlements,58.68208550077611,kilotonnes
Scotland,Moray,S12000020,2012,LULUCF,S Lulucf Net Emissions Harvested Wood Products,0,kilotonnes
Scotland,Moray,S12000020,2013,Industry and Commercial,A Industry And Commercial Electricity,157.90260182437638,kilotonnes
Scotland,Moray,S12000020,2013,Industry and Commercial,B Industry And Commercial Gas,303.94584820994567,kilotonnes
Scotland,Moray,S12000020,2013,Industry and Commercial,C Large Industrial Installations,1.032023704893805,kilotonnes
Scotland,Moray,S12000020,2013,Industry and Commercial,D Industrial And Commercial Other Fuels,63.23872122537371,kilotonnes
Scotland,Moray,S12000020,2013,Industry and Commercial,E Agriculture,42.55116356615864,kilotonnes
Scotland,Moray,S12000020,2013,Domestic,F Domestic Electricity,93.5396605577721,kilotonnes
Scotland,Moray,S12000020,2013,Domestic,G Domestic Gas,90.23093104853507,kilotonnes
Scotland,Moray,S12000020,2013,Domestic,H Domestic Other Fuels,47.1165471409422,kilotonnes
Scotland,Moray,S12000020,2013,Transport,I Road Transport A Roads,95.39343364336679,kilotonnes
Scotland,Moray,S12000020,2013,Transport,J Road Transport Motorways,0,kilotonnes
Scotland,Moray,S12000020,2013,Transport,K Road Transport Minor Roads,50.40108995683774,kilotonnes
Scotland,Moray,S12000020,2013,Transport,L Diesel Railways,1.864628549935699,kilotonnes
Scotland,Moray,S12000020,2013,Transport,M Transport Other,1.1348637033031463,kilotonnes
Scotland,Moray,S12000020,2013,LULUCF,N Lulucf Net Emissions Forest,-393.7781196577397,kilotonnes
Scotland,Moray,S12000020,2013,LULUCF,O Lulucf Net Emissions Cropland,157.79290226859183,kilotonnes
Scotland,Moray,S12000020,2013,LULUCF,P Lulucf Net Emissions Grassland,-85.28620568041477,kilotonnes
Scotland,Moray,S12000020,2013,LULUCF,Q Lulucf Net Emissions Wetlands,0,kilotonnes
Scotland,Moray,S12000020,2013,LULUCF,R Lulucf Net Emissions Settlements,60.73715461050171,kilotonnes
Scotland,Moray,S12000020,2013,LULUCF,S Lulucf Net Emissions Harvested Wood Products,0,kilotonnes
Scotland,Moray,S12000020,2014,Industry and Commercial,A Industry And Commercial Electricity,133.18384870885205,kilotonnes
Scotland,Moray,S12000020,2014,Industry and Commercial,B Industry And Commercial Gas,266.8320866621873,kilotonnes
Scotland,Moray,S12000020,2014,Industry and Commercial,C Large Industrial Installations,1.0920548338167162,kilotonnes
Scotland,Moray,S12000020,2014,Industry and Commercial,D Industrial And Commercial Other Fuels,70.79736090576102,kilotonnes
Scotland,Moray,S12000020,2014,Industry and Commercial,E Agriculture,48.94183904850177,kilotonnes
Scotland,Moray,S12000020,2014,Domestic,F Domestic Electricity,81.26033495940102,kilotonnes
Scotland,Moray,S12000020,2014,Domestic,G Domestic Gas,77.62332690794715,kilotonnes
Scotland,Moray,S12000020,2014,Domestic,H Domestic Other Fuels,42.36682489577983,kilotonnes
Scotland,Moray,S12000020,2014,Transport,I Road Transport A Roads,96.3240181411325,kilotonnes
Scotland,Moray,S12000020,2014,Transport,J Road Transport Motorways,0,kilotonnes
Scotland,Moray,S12000020,2014,Transport,K Road Transport Minor Roads,53.30014667239227,kilotonnes
Scotland,Moray,S12000020,2014,Transport,L Diesel Railways,1.9086524215436398,kilotonnes
