name,code,year,emissions_sector,value,units
Clackmannanshire,S12000005,2010,Grand,675.1962952870012,kilotonnes
Clackmannanshire,S12000005,2011,Industry And Commercial,428.5072536649982,kilotonnes
Clackmannanshire,S12000005,2011,Domestic,110.83516137682413,kilotonnes
Clackmannanshire,S12000005,2011,Transport,78.53131816885653,kilotonnes
Clackmannanshire,S12000005,2011,LULUCF,6.4037593526441,kilotonnes
Clackmannanshire,S12000005,2011,Grand,624.277492563323,kilotonnes
Clackmannanshire,S12000005,2012,Industry And Commercial,396.8012958637618,kilotonnes
Clackmannanshire,S12000005,2012,Domestic,118.16850423751322,kilotonnes
Clackmannanshire,S12000005,2012,Transport,76.93862577158524,kilotonnes
Clackmannanshire,S12000005,2012,LULUCF,6.170820483062471,kilotonnes
Clackmannanshire,S12000005,2012,Grand,598.0792463559227,kilotonnes
Clackmannanshire,S12000005,2013,Industry And Commercial,393.77960247167044,kilotonnes
Clackmannanshire,S12000005,2013,Domestic,114.88740527776841,kilotonnes
Clackmannanshire,S12000005,2013,Transport,74.48356920593105,kilotonnes
Clackmannanshire,S12000005,2013,LULUCF,5.629023669321191,kilotonnes
Clackmannanshire,S12000005,2013,Grand,588.7796006246914,kilotonnes
Clackmannanshire,S12000005,2014,Industry And Commercial,340.753139591866,kilotonnes
Clackmannanshire,S12000005,2014,Domestic,96.32218396304887,kilotonnes
Clackmannanshire,S12000005,2014,Transport,76.20559255684395,kilotonnes
Clackmannanshire,S12000005,2014,LULUCF,5.02550165207681,kilotonnes
Clackmannanshire,S12000005,2014,Grand,518.3064177638355,kilotonnes
Clackmannanshire,S12000005,2015,Industry And Commercial,329.70390491416555,kilotonnes
Clackmannanshire,S12000005,2015,Domestic,93.16101721009667,kilotonnes
Clackmannanshire,S12000005,2015,Transport,76.82325068784378,kilotonnes
Clackmannanshire,S12000005,2015,LULUCF,4.478827326239457,kilotonnes
Clackmannanshire,S12000005,2015,Grand,504.1670001383454,kilotonnes
Clackmannanshire,S12000005,2016,Industry And Commercial,375.2608736764034,kilotonnes
Clackmannanshire,S12000005,2016,Domestic,88.05436566266991,kilotonnes
Clackmannanshire,S12000005,2016,Transport,78.39919547826801,kilotonnes
Clackmannanshire,S12000005,2016,LULUCF,3.9786458244479546,kilotonnes
Clackmannanshire,S12000005,2016,Grand,545.6930806417892,kilotonnes
Clackmannanshire,S12000005,2017,Industry And Commercial,356.60551018617457,kilotonnes
Clackmannanshire,S12000005,2017,Domestic,83.25109938431095,kilotonnes
Clackmannanshire,S12000005,2017,Transport,80.42655169395096,kilotonnes
Clackmannanshire,S12000005,2017,LULUCF,3.1964481024767952,kilotonnes
Clackmannanshire,S12000005,2017,Grand,523.4796093669132,kilotonnes
Clackmannanshire,S12000005,2018,Industry And Commercial,364.7283206887007,kilotonnes
Clackmannanshire,S12000005,2018,Domestic,81.8584942009768,kilotonnes
Clackmannanshire,S12000005,2018,Transport,79.92801171310035,kilotonnes
Clackmannanshire,S12000005,2018,LULUCF,2.7061549152083346,kilotonnes
Clackmannanshire,S12000005,2018,Grand,529.2209815179864,kilotonnes
Dumfries and Galloway,S12000006,2005,Industry And Commercial,703.9428877179037,kilotonnes
Dumfries and Galloway,S12000006,2005,Domestic,463.4309875963692,kilotonnes
Dumfries and Galloway,S12000006,2005,Transport,580.7592528961754,kilotonnes
Dumfries and Galloway,S12000006,2005,LULUCF,-907.0921694122128,kilotonnes
Dumfries and Galloway,S12000006,2005,Grand,841.0409587982354,kilotonnes
Dumfries and Galloway,S12000006,2006,Industry And Commercial,658.3493119104562,kilotonnes
Dumfries and Galloway,S12000006,2006,Domestic,463.67723494069475,kilotonnes
Dumfries and Galloway,S12000006,2006,Transport,574.5388387137212,kilotonnes
Dumfries and Galloway,S12000006,2006,LULUCF,-951.3780457910733,kilotonnes
Dumfries and Galloway,S12000006,2006,Grand,745.1873397737985,kilotonnes
Dumfries and Galloway,S12000006,2007,Industry And Commercial,709.2238591380806,kilotonnes
Dumfries and Galloway,S12000006,2007,Domestic,449.2419164835313,kilotonnes
Dumfries and Galloway,S12000006,2007,Transport,599.6723596154968,kilotonnes
Dumfries and Galloway,S12000006,2007,LULUCF,-926.1051899758525,kilotonnes
Dumfries and Galloway,S12000006,2007,Grand,832.0329452612566,kilotonnes
Dumfries and Galloway,S12000006,2008,Industry And Commercial,638.6435333274071,kilotonnes
Dumfries and Galloway,S12000006,2008,Domestic,457.29387033862156,kilotonnes
Dumfries and Galloway,S12000006,2008,Transport,572.1240631787051,kilotonnes
Dumfries and Galloway,S12000006,2008,LULUCF,-1011.9950116656288,kilotonnes
Dumfries and Galloway,S12000006,2008,Grand,656.066455179105,kilotonnes
Dumfries and Galloway,S12000006,2009,Industry And Commercial,598.0807603577381,kilotonnes
Dumfries and Galloway,S12000006,2009,Domestic,422.0604742636359,kilotonnes
Dumfries and Galloway,S12000006,2009,Transport,550.6342468473539,kilotonnes
Dumfries and Galloway,S12000006,2009,LULUCF,-1015.5513119444281,kilotonnes
Dumfries and Galloway,S12000006,2009,Grand,555.2241695243002,kilotonnes
Dumfries and Galloway,S12000006,2010,Industry And Commercial,675.8381964500227,kilotonnes
Dumfries and Galloway,S12000006,2010,Domestic,452.2739985088054,kilotonnes
Dumfries and Galloway,S12000006,2010,Transport,552.2753225313751,kilotonnes
Dumfries and Galloway,S12000006,2010,LULUCF,-972.8772498925266,kilotonnes
Dumfries and Galloway,S12000006,2010,Grand,707.5102675976764,kilotonnes
Dumfries and Galloway,S12000006,2011,Industry And Commercial,626.5141168901228,kilotonnes
Dumfries and Galloway,S12000006,2011,Domestic,387.45435902353563,kilotonnes
Dumfries and Galloway,S12000006,2011,Transport,543.910999194717,kilotonnes
Dumfries and Galloway,S12000006,2011,LULUCF,-966.9354982097623,kilotonnes
Dumfries and Galloway,S12000006,2011,Grand,590.9439768986128,kilotonnes
Dumfries and Galloway,S12000006,2012,Industry And Commercial,634.0939297329197,kilotonnes
Dumfries and Galloway,S12000006,2012,Domestic,409.5375391215806,kilotonnes
Dumfries and Galloway,S12000006,2012,Transport,536.6180151433136,kilotonnes
Dumfries and Galloway,S12000006,2012,LULUCF,-867.6242913248067,kilotonnes
Dumfries and Galloway,S12000006,2012,Grand,712.6251926730074,kilotonnes
Dumfries and Galloway,S12000006,2013,Industry And Commercial,620.6400082017418,kilotonnes
Dumfries and Galloway,S12000006,2013,Domestic,391.3755027790575,kilotonnes
Dumfries and Galloway,S12000006,2013,Transport,537.7902186047133,kilotonnes
Dumfries and Galloway,S12000006,2013,LULUCF,-842.6103874318501,kilotonnes
Dumfries and Galloway,S12000006,2013,Grand,707.1953421536628,kilotonnes
Dumfries and Galloway,S12000006,2014,Industry And Commercial,579.6834892475488,kilotonnes
Dumfries and Galloway,S12000006,2014,Domestic,335.6260766835854,kilotonnes
Dumfries and Galloway,S12000006,2014,Transport,546.3978748318642,kilotonnes
Dumfries and Galloway,S12000006,2014,LULUCF,-835.9073956314681,kilotonnes
Dumfries and Galloway,S12000006,2014,Grand,625.8000451315303,kilotonnes
Dumfries and Galloway,S12000006,2015,Industry And Commercial,537.430469701573,kilotonnes
Dumfries and Galloway,S12000006,2015,Domestic,319.60690521874676,kilotonnes
Dumfries and Galloway,S12000006,2015,Transport,571.8332411738241,kilotonnes
Dumfries and Galloway,S12000006,2015,LULUCF,-821.8623014504465,kilotonnes
Dumfries and Galloway,S12000006,2015,Grand,607.0083146436975,kilotonnes
Dumfries and Galloway,S12000006,2016,Industry And Commercial,523.3081957101242,kilotonnes
Dumfries and Galloway,S12000006,2016,Domestic,296.3787212259487,kilotonnes
Dumfries and Galloway,S12000006,2016,Transport,587.3133244993184,kilotonnes
Dumfries and Galloway,S12000006,2016,LULUCF,-827.6966364976807,kilotonnes
Dumfries and Galloway,S12000006,2016,Grand,579.3036049377107,kilotonnes
Dumfries and Galloway,S12000006,2017,Industry And Commercial,502.8702473589369,kilotonnes
Dumfries and Galloway,S12000006,2017,Domestic,279.6147720370971,kilotonnes
Dumfries and Galloway,S12000006,2017,Transport,618.4081155240183,kilotonnes
Dumfries and Galloway,S12000006,2017,LULUCF,-855.9958108912663,kilotonnes
Dumfries and Galloway,S12000006,2017,Grand,544.8973240287862,kilotonnes
Dumfries and Galloway,S12000006,2018,Industry And Commercial,486.59328636126793,kilotonnes
Dumfries and Galloway,S12000006,2018,Domestic,278.9264923386748,kilotonnes
Dumfries and Galloway,S12000006,2018,Transport,593.5075970340984,kilotonnes
Dumfries and Galloway,S12000006,2018,LULUCF,-853.7599438729762,kilotonnes
Dumfries and Galloway,S12000006,2018,Grand,505.26743186106467,kilotonnes
Dundee City,S12000042,2005,Industry And Commercial,446.2723785166585,kilotonnes
Dundee City,S12000042,2005,Domestic,384.7843803818139,kilotonnes
Dundee City,S12000042,2005,Transport,225.35377803435298,kilotonnes
Dundee City,S12000042,2005,LULUCF,5.100190939039633,kilotonnes
Dundee City,S12000042,2005,Grand,1061.5107278718654,kilotonnes
Dundee City,S12000042,2006,Industry And Commercial,447.2249503868652,kilotonnes
Dundee City,S12000042,2006,Domestic,383.95977358946163,kilotonnes
Dundee City,S12000042,2006,Transport,226.01933123452932,kilotonnes
Dundee City,S12000042,2006,LULUCF,4.5406164105104505,kilotonnes
Dundee City,S12000042,2006,Grand,1061.7446716213667,kilotonnes
Dundee City,S12000042,2007,Industry And Commercial,436.9057118140714,kilotonnes
Dundee City,S12000042,2007,Domestic,377.84038189038347,kilotonnes
Dundee City,S12000042,2007,Transport,232.60490246543088,kilotonnes
Dundee City,S12000042,2007,LULUCF,4.3118817846868485,kilotonnes
Dundee City,S12000042,2007,Grand,1051.6628779545724,kilotonnes
Dundee City,S12000042,2008,Industry And Commercial,415.8477696681371,kilotonnes
Dundee City,S12000042,2008,Domestic,374.19292882768343,kilotonnes
Dundee City,S12000042,2008,Transport,226.6244645017745,kilotonnes
Dundee City,S12000042,2008,LULUCF,3.8228353059999813,kilotonnes
Dundee City,S12000042,2008,Grand,1020.4879983035951,kilotonnes
Dundee City,S12000042,2009,Industry And Commercial,369.88996156265426,kilotonnes
Dundee City,S12000042,2009,Domestic,334.3000037070159,kilotonnes
Dundee City,S12000042,2009,Transport,218.39368283613487,kilotonnes
Dundee City,S12000042,2009,LULUCF,3.5174868026486434,kilotonnes
Dundee City,S12000042,2009,Grand,926.1011349084539,kilotonnes
Dundee City,S12000042,2010,Industry And Commercial,378.98939298750815,kilotonnes
Dundee City,S12000042,2010,Domestic,352.0391637969701,kilotonnes
Dundee City,S12000042,2010,Transport,214.63828374468156,kilotonnes
Dundee City,S12000042,2010,LULUCF,3.224961066362511,kilotonnes
Dundee City,S12000042,2010,Grand,948.8918015955225,kilotonnes
Dundee City,S12000042,2011,Industry And Commercial,344.5246571285113,kilotonnes
Dundee City,S12000042,2011,Domestic,311.17843063587287,kilotonnes
Dundee City,S12000042,2011,Transport,209.4794805012678,kilotonnes
Dundee City,S12000042,2011,LULUCF,2.7694923921747434,kilotonnes
Dundee City,S12000042,2011,Grand,867.9520606578269,kilotonnes
Dundee City,S12000042,2012,Industry And Commercial,359.38703448289505,kilotonnes
Dundee City,S12000042,2012,Domestic,331.1755184600767,kilotonnes
Dundee City,S12000042,2012,Transport,206.5398484995178,kilotonnes
Dundee City,S12000042,2012,LULUCF,2.6929414790688813,kilotonnes
Dundee City,S12000042,2012,Grand,899.7953429215586,kilotonnes
Dundee City,S12000042,2013,Industry And Commercial,348.78582717039006,kilotonnes
Dundee City,S12000042,2013,Domestic,314.636817930295,kilotonnes
Dundee City,S12000042,2013,Transport,202.2663712396913,kilotonnes
Dundee City,S12000042,2013,LULUCF,2.4410444798247113,kilotonnes
Dundee City,S12000042,2013,Grand,868.1300608202012,kilotonnes
Dundee City,S12000042,2014,Industry And Commercial,300.813794452452,kilotonnes
Dundee City,S12000042,2014,Domestic,263.0690833814223,kilotonnes
Dundee City,S12000042,2014,Transport,202.76236965307197,kilotonnes
Dundee City,S12000042,2014,LULUCF,2.1774701217483443,kilotonnes
Dundee City,S12000042,2014,Grand,768.8227176086945,kilotonnes
Dundee City,S12000042,2015,Industry And Commercial,290.0939924191997,kilotonnes
Dundee City,S12000042,2015,Domestic,247.7527711619305,kilotonnes
Dundee City,S12000042,2015,Transport,202.00609714628808,kilotonnes
Dundee City,S12000042,2015,LULUCF,1.9312597709658559,kilotonnes
Dundee City,S12000042,2015,Grand,741.7841204983843,kilotonnes
Dundee City,S12000042,2016,Industry And Commercial,258.70048118982606,kilotonnes
Dundee City,S12000042,2016,Domestic,230.79922299480677,kilotonnes
Dundee City,S12000042,2016,Transport,205.8358406988512,kilotonnes
Dundee City,S12000042,2016,LULUCF,1.697492041730635,kilotonnes
Dundee City,S12000042,2016,Grand,697.0330369252148,kilotonnes
Dundee City,S12000042,2017,Industry And Commercial,235.05763153010602,kilotonnes
Dundee City,S12000042,2017,Domestic,215.22996289387137,kilotonnes
Dundee City,S12000042,2017,Transport,207.5891341037453,kilotonnes
Dundee City,S12000042,2017,LULUCF,1.3532718521435902,kilotonnes
Dundee City,S12000042,2017,Grand,659.2300003798663,kilotonnes
Dundee City,S12000042,2018,Industry And Commercial,228.77667051893238,kilotonnes
Dundee City,S12000042,2018,Domestic,211.42328510633382,kilotonnes
Dundee City,S12000042,2018,Transport,209.0304914255513,kilotonnes
Dundee City,S12000042,2018,LULUCF,1.1451013836053976,kilotonnes
Dundee City,S12000042,2018,Grand,650.3755484344229,kilotonnes
East Ayrshire,S12000008,2005,Industry And Commercial,319.94772369277575,kilotonnes
East Ayrshire,S12000008,2005,Domestic,315.69728229430547,kilotonnes
East Ayrshire,S12000008,2005,Transport,277.32221137596866,kilotonnes
East Ayrshire,S12000008,2005,LULUCF,-142.17844514643693,kilotonnes
East Ayrshire,S12000008,2005,Grand,770.788772216613,kilotonnes
East Ayrshire,S12000008,2006,Industry And Commercial,317.67369881931097,kilotonnes
East Ayrshire,S12000008,2006,Domestic,314.5669911149778,kilotonnes
East Ayrshire,S12000008,2006,Transport,264.0268585961854,kilotonnes
East Ayrshire,S12000008,2006,LULUCF,-152.15516474725192,kilotonnes
East Ayrshire,S12000008,2006,Grand,744.1123837832222,kilotonnes
East Ayrshire,S12000008,2007,Industry And Commercial,316.5759475205202,kilotonnes
East Ayrshire,S12000008,2007,Domestic,306.2122327824045,kilotonnes
East Ayrshire,S12000008,2007,Transport,263.6832921835255,kilotonnes
East Ayrshire,S12000008,2007,LULUCF,-148.1994715509622,kilotonnes
East Ayrshire,S12000008,2007,Grand,738.2720009354881,kilotonnes
East Ayrshire,S12000008,2008,Industry And Commercial,293.91120844936023,kilotonnes
East Ayrshire,S12000008,2008,Domestic,311.4535093848027,kilotonnes
East Ayrshire,S12000008,2008,Transport,253.36638066169084,kilotonnes
East Ayrshire,S12000008,2008,LULUCF,-163.8723524302664,kilotonnes
East Ayrshire,S12000008,2008,Grand,694.8587460655875,kilotonnes
East Ayrshire,S12000008,2009,Industry And Commercial,260.0414985515422,kilotonnes
East Ayrshire,S12000008,2009,Domestic,282.4286740171307,kilotonnes
East Ayrshire,S12000008,2009,Transport,249.03645412112692,kilotonnes
East Ayrshire,S12000008,2009,LULUCF,-166.7929041827249,kilotonnes
East Ayrshire,S12000008,2009,Grand,624.7137225070749,kilotonnes
East Ayrshire,S12000008,2010,Industry And Commercial,286.8609797371595,kilotonnes
East Ayrshire,S12000008,2010,Domestic,297.33812941746004,kilotonnes
East Ayrshire,S12000008,2010,Transport,246.405388809914,kilotonnes
East Ayrshire,S12000008,2010,LULUCF,-162.56555592756374,kilotonnes
East Ayrshire,S12000008,2010,Grand,668.0389420369698,kilotonnes
East Ayrshire,S12000008,2011,Industry And Commercial,259.0273542563617,kilotonnes
East Ayrshire,S12000008,2011,Domestic,259.9927156127298,kilotonnes
East Ayrshire,S12000008,2011,Transport,240.84521570956733,kilotonnes
East Ayrshire,S12000008,2011,LULUCF,-163.04729860087795,kilotonnes
East Ayrshire,S12000008,2011,Grand,596.817986977781,kilotonnes
East Ayrshire,S12000008,2012,Industry And Commercial,262.1062115977586,kilotonnes
East Ayrshire,S12000008,2012,Domestic,274.8128269770415,kilotonnes
East Ayrshire,S12000008,2012,Transport,235.47182750004788,kilotonnes
East Ayrshire,S12000008,2012,LULUCF,-147.33147706499602,kilotonnes
East Ayrshire,S12000008,2012,Grand,625.059389009852,kilotonnes
East Ayrshire,S12000008,2013,Industry And Commercial,249.89825146167203,kilotonnes
East Ayrshire,S12000008,2013,Domestic,270.153888229369,kilotonnes
East Ayrshire,S12000008,2013,Transport,233.17103667238095,kilotonnes
East Ayrshire,S12000008,2013,LULUCF,-146.65367897421163,kilotonnes
East Ayrshire,S12000008,2013,Grand,606.5694973892103,kilotonnes
East Ayrshire,S12000008,2014,Industry And Commercial,227.05901316167427,kilotonnes
East Ayrshire,S12000008,2014,Domestic,227.0213677131441,kilotonnes
East Ayrshire,S12000008,2014,Transport,238.4408986192321,kilotonnes
East Ayrshire,S12000008,2014,LULUCF,-146.61803620444465,kilotonnes
East Ayrshire,S12000008,2014,Grand,545.9032432896057,kilotonnes
East Ayrshire,S12000008,2015,Industry And Commercial,205.75862884117834,kilotonnes
East Ayrshire,S12000008,2015,Domestic,220.63004874623664,kilotonnes
East Ayrshire,S12000008,2015,Transport,241.17475329933075,kilotonnes
East Ayrshire,S12000008,2015,LULUCF,-145.08211439760606,kilotonnes
East Ayrshire,S12000008,2015,Grand,522.4813164891398,kilotonnes
East Ayrshire,S12000008,2016,Industry And Commercial,192.2072265361303,kilotonnes
East Ayrshire,S12000008,2016,Domestic,210.10031647080933,kilotonnes
East Ayrshire,S12000008,2016,Transport,240.26006365929874,kilotonnes
East Ayrshire,S12000008,2016,LULUCF,-146.96978962104228,kilotonnes
East Ayrshire,S12000008,2016,Grand,495.59781704519617,kilotonnes
East Ayrshire,S12000008,2017,Industry And Commercial,185.79166044392264,kilotonnes
East Ayrshire,S12000008,2017,Domestic,197.1035220580669,kilotonnes
East Ayrshire,S12000008,2017,Transport,250.36286968644106,kilotonnes
East Ayrshire,S12000008,2017,LULUCF,-152.78587050797924,kilotonnes
East Ayrshire,S12000008,2017,Grand,480.4721816804515,kilotonnes
East Ayrshire,S12000008,2018,Industry And Commercial,179.21882579231414,kilotonnes
East Ayrshire,S12000008,2018,Domestic,196.47199335257164,kilotonnes
East Ayrshire,S12000008,2018,Transport,248.77051294502863,kilotonnes
East Ayrshire,S12000008,2018,LULUCF,-153.4914822715304,kilotonnes
East Ayrshire,S12000008,2018,Grand,470.9698498183839,kilotonnes
East Dunbartonshire,S12000045,2005,Industry And Commercial,162.58202369659048,kilotonnes
East Dunbartonshire,S12000045,2005,Domestic,301.24759588156815,kilotonnes
East Dunbartonshire,S12000045,2005,Transport,155.9454796008407,kilotonnes
East Dunbartonshire,S12000045,2005,LULUCF,14.217361016458792,kilotonnes
East Dunbartonshire,S12000045,2005,Grand,633.9924601954581,kilotonnes
East Dunbartonshire,S12000045,2006,Industry And Commercial,171.8312116188283,kilotonnes
East Dunbartonshire,S12000045,2006,Domestic,296.41072216792804,kilotonnes
East Dunbartonshire,S12000045,2006,Transport,154.94457436118438,kilotonnes
East Dunbartonshire,S12000045,2006,LULUCF,12.859819519899581,kilotonnes
East Dunbartonshire,S12000045,2006,Grand,636.0463276678402,kilotonnes
East Dunbartonshire,S12000045,2007,Industry And Commercial,179.19585401175482,kilotonnes
East Dunbartonshire,S12000045,2007,Domestic,287.1095304972482,kilotonnes
East Dunbartonshire,S12000045,2007,Transport,158.23617535854652,kilotonnes
East Dunbartonshire,S12000045,2007,LULUCF,12.25835693288752,kilotonnes
East Dunbartonshire,S12000045,2007,Grand,636.799916800437,kilotonnes
East Dunbartonshire,S12000045,2008,Industry And Commercial,153.6660288486032,kilotonnes
East Dunbartonshire,S12000045,2008,Domestic,289.363119575396,kilotonnes
East Dunbartonshire,S12000045,2008,Transport,153.39092349328973,kilotonnes
East Dunbartonshire,S12000045,2008,LULUCF,11.018793881273837,kilotonnes
East Dunbartonshire,S12000045,2008,Grand,607.4388657985629,kilotonnes
East Dunbartonshire,S12000045,2009,Industry And Commercial,126.08685009813063,kilotonnes
East Dunbartonshire,S12000045,2009,Domestic,261.99430991935935,kilotonnes
East Dunbartonshire,S12000045,2009,Transport,151.05628124771215,kilotonnes
East Dunbartonshire,S12000045,2009,LULUCF,10.186577912309783,kilotonnes
East Dunbartonshire,S12000045,2009,Grand,549.3240191775119,kilotonnes
East Dunbartonshire,S12000045,2010,Industry And Commercial,138.8670089337209,kilotonnes
East Dunbartonshire,S12000045,2010,Domestic,278.99950409468397,kilotonnes
East Dunbartonshire,S12000045,2010,Transport,148.3277103860973,kilotonnes
East Dunbartonshire,S12000045,2010,LULUCF,9.458921807296122,kilotonnes
East Dunbartonshire,S12000045,2010,Grand,575.6531452217982,kilotonnes
East Dunbartonshire,S12000045,2011,Industry And Commercial,133.77452140177206,kilotonnes
East Dunbartonshire,S12000045,2011,Domestic,243.90194867738177,kilotonnes
East Dunbartonshire,S12000045,2011,Transport,144.43228155147048,kilotonnes
East Dunbartonshire,S12000045,2011,LULUCF,8.384421512748226,kilotonnes
East Dunbartonshire,S12000045,2011,Grand,530.4931731433726,kilotonnes
East Dunbartonshire,S12000045,2012,Industry And Commercial,126.31199403018567,kilotonnes
East Dunbartonshire,S12000045,2012,Domestic,260.562124894497,kilotonnes
East Dunbartonshire,S12000045,2012,Transport,140.7211583870322,kilotonnes
East Dunbartonshire,S12000045,2012,LULUCF,8.103213596794177,kilotonnes
East Dunbartonshire,S12000045,2012,Grand,535.6984909085091,kilotonnes
East Dunbartonshire,S12000045,2013,Industry And Commercial,121.02413697676941,kilotonnes
East Dunbartonshire,S12000045,2013,Domestic,255.88875476230163,kilotonnes
East Dunbartonshire,S12000045,2013,Transport,138.1402308656376,kilotonnes
East Dunbartonshire,S12000045,2013,LULUCF,7.5047000149332,kilotonnes
East Dunbartonshire,S12000045,2013,Grand,522.5578226196418,kilotonnes
East Dunbartonshire,S12000045,2014,Industry And Commercial,113.47955608296706,kilotonnes
East Dunbartonshire,S12000045,2014,Domestic,216.0500047666079,kilotonnes
East Dunbartonshire,S12000045,2014,Transport,141.26844682678205,kilotonnes
East Dunbartonshire,S12000045,2014,LULUCF,6.836234410639887,kilotonnes
East Dunbartonshire,S12000045,2014,Grand,477.63424208699695,kilotonnes
East Dunbartonshire,S12000045,2015,Industry And Commercial,98.87126157209943,kilotonnes
East Dunbartonshire,S12000045,2015,Domestic,210.76830997631123,kilotonnes
East Dunbartonshire,S12000045,2015,Transport,140.34269975925392,kilotonnes
East Dunbartonshire,S12000045,2015,LULUCF,6.25324836327414,kilotonnes
East Dunbartonshire,S12000045,2015,Grand,456.23551967093863,kilotonnes
East Dunbartonshire,S12000045,2016,Industry And Commercial,90.21871880613594,kilotonnes
East Dunbartonshire,S12000045,2016,Domestic,201.41295875104146,kilotonnes
East Dunbartonshire,S12000045,2016,Transport,143.18020673031157,kilotonnes
East Dunbartonshire,S12000045,2016,LULUCF,5.701287562391836,kilotonnes
East Dunbartonshire,S12000045,2016,Grand,440.5131718498808,kilotonnes
East Dunbartonshire,S12000045,2017,Industry And Commercial,85.0229830704494,kilotonnes
East Dunbartonshire,S12000045,2017,Domestic,190.29963535738193,kilotonnes
East Dunbartonshire,S12000045,2017,Transport,145.12190987685835,kilotonnes
East Dunbartonshire,S12000045,2017,LULUCF,4.860163639534744,kilotonnes
East Dunbartonshire,S12000045,2017,Grand,425.30469194422443,kilotonnes
East Dunbartonshire,S12000045,2018,Industry And Commercial,81.47329053515911,kilotonnes
East Dunbartonshire,S12000045,2018,Domestic,189.23783144506623,kilotonnes
East Dunbartonshire,S12000045,2018,Transport,144.7395546623194,kilotonnes
East Dunbartonshire,S12000045,2018,LULUCF,4.3016026284346065,kilotonnes
East Dunbartonshire,S12000045,2018,Grand,419.75227927097933,kilotonnes
East Lothian,S12000010,2005,Industry And Commercial,892.8319150742626,kilotonnes
East Lothian,S12000010,2005,Domestic,256.9944831886655,kilotonnes
East Lothian,S12000010,2005,Transport,210.50219017746255,kilotonnes
East Lothian,S12000010,2005,LULUCF,54.34115095217593,kilotonnes
East Lothian,S12000010,2005,Grand,1414.6697393925665,kilotonnes
East Lothian,S12000010,2006,Industry And Commercial,970.6103437430058,kilotonnes
East Lothian,S12000010,2006,Domestic,260.004711126031,kilotonnes
East Lothian,S12000010,2006,Transport,214.15838279732645,kilotonnes
East Lothian,S12000010,2006,LULUCF,50.68274107983284,kilotonnes
East Lothian,S12000010,2006,Grand,1495.456178746196,kilotonnes
East Lothian,S12000010,2007,Industry And Commercial,923.5132936437147,kilotonnes
East Lothian,S12000010,2007,Domestic,254.90209308324498,kilotonnes
East Lothian,S12000010,2007,Transport,221.08767632687594,kilotonnes
East Lothian,S12000010,2007,LULUCF,48.08824535026851,kilotonnes
East Lothian,S12000010,2007,Grand,1447.5913084041042,kilotonnes
East Lothian,S12000010,2008,Industry And Commercial,907.653211972475,kilotonnes
East Lothian,S12000010,2008,Domestic,257.5409568955977,kilotonnes
East Lothian,S12000010,2008,Transport,207.68665145500754,kilotonnes
East Lothian,S12000010,2008,LULUCF,46.028388876751116,kilotonnes
East Lothian,S12000010,2008,Grand,1418.9092091998311,kilotonnes
East Lothian,S12000010,2009,Industry And Commercial,664.8297558295345,kilotonnes
East Lothian,S12000010,2009,Domestic,233.3713695250119,kilotonnes
East Lothian,S12000010,2009,Transport,200.7163625727537,kilotonnes
East Lothian,S12000010,2009,LULUCF,44.52730700933796,kilotonnes
East Lothian,S12000010,2009,Grand,1143.444794936638,kilotonnes
East Lothian,S12000010,2010,Industry And Commercial,668.68313449802,kilotonnes
East Lothian,S12000010,2010,Domestic,250.18541339449078,kilotonnes
East Lothian,S12000010,2010,Transport,199.1614784388946,kilotonnes
East Lothian,S12000010,2010,LULUCF,41.69056355157805,kilotonnes
East Lothian,S12000010,2010,Grand,1159.7205898829832,kilotonnes
East Lothian,S12000010,2011,Industry And Commercial,711.7429191982272,kilotonnes
East Lothian,S12000010,2011,Domestic,218.29060937017624,kilotonnes
East Lothian,S12000010,2011,Transport,194.9132191280585,kilotonnes
East Lothian,S12000010,2011,LULUCF,37.874450723515054,kilotonnes
East Lothian,S12000010,2011,Grand,1162.8211984199768,kilotonnes
East Lothian,S12000010,2012,Industry And Commercial,706.8303991230088,kilotonnes
East Lothian,S12000010,2012,Domestic,235.95928636546196,kilotonnes
East Lothian,S12000010,2012,Transport,188.29204433015545,kilotonnes
East Lothian,S12000010,2012,LULUCF,36.80499002948284,kilotonnes
East Lothian,S12000010,2012,Grand,1167.886719848109,kilotonnes
East Lothian,S12000010,2013,Industry And Commercial,749.643133447633,kilotonnes
East Lothian,S12000010,2013,Domestic,227.35751065798507,kilotonnes
East Lothian,S12000010,2013,Transport,186.69720793802443,kilotonnes
East Lothian,S12000010,2013,LULUCF,34.063861309831964,kilotonnes
East Lothian,S12000010,2013,Grand,1197.7617133534745,kilotonnes
East Lothian,S12000010,2014,Industry And Commercial,747.0822994100018,kilotonnes
East Lothian,S12000010,2014,Domestic,192.905886830572,kilotonnes
East Lothian,S12000010,2014,Transport,191.3297829470589,kilotonnes
East Lothian,S12000010,2014,LULUCF,32.07443808150304,kilotonnes
East Lothian,S12000010,2014,Grand,1163.392407269136,kilotonnes
East Lothian,S12000010,2015,Industry And Commercial,615.9678067630484,kilotonnes
East Lothian,S12000010,2015,Domestic,186.96732118304564,kilotonnes
East Lothian,S12000010,2015,Transport,194.5001020506289,kilotonnes
East Lothian,S12000010,2015,LULUCF,29.83661958300003,kilotonnes
East Lothian,S12000010,2015,Grand,1027.271849579723,kilotonnes
East Lothian,S12000010,2016,Industry And Commercial,709.8470566248777,kilotonnes
